,STYLE_NAME,STLYE,CT
75164,NAMA JUNMAI,WINE_SUBSTYLE WINE_SUBSTYLE,18
93831,LA CRESCENT CRANBERRY,WINE_VARIETAL FLAVOR_STYLE,211
8314,HUCKLEBERRY IMPERIAL or DOUBLE IPA,FLAVOR_STYLE BEER_MICRO,57
79553,UGNI BLANC CHARDONNAY,WINE_VARIETAL WINE_VARIETAL,211
140791,CREAM ALE NEBBIOLO,BEER_MICRO WINE_VARIETAL,75
220819,MUSCADINE LA CRESCENT,WINE_VARIETAL WINE_VARIETAL,211
21322,CAYUGA (WHITE) APPLE,WINE_VARIETAL FLAVOR_STYLE,211
43890,READY TO DRINK (RTD) or PRE-MIX COCKTAIL NEW ENGLAND IPA,BEER_STYLE BEER_MICRO,8
30297,ARAK OAKY,SPIRITS_TYPE WINE_SUBSTYLE,77
163898,CHAMPAGNE TEROLDEGO,WINE_VARIETAL WINE_VARIETAL,211
53014,PILSNER or PILSENER COLA,BEER_MICRO FLAVOR_STYLE,75
222957,GUAVA SIEGFRIED,FLAVOR_STYLE WINE_VARIETAL,57
113457,BLENDED BOURBON WHISKY COGNAC,SPIRITS_TYPE SPIRITS_TYPE,77
188629,ADVOCAAT RAYON D'OR,SPIRITS_BROAD WINE_VARIETAL,13
160131,DELAWARE ERBALUCE,WINE_VARIETAL WINE_VARIETAL,211
190707,MUSCADET BLAUFRÄNKISCH,WINE_VARIETAL WINE_VARIETAL,211
160014,STRAIGHT RYE MALT WHISKY ERBALUCE,SPIRITS_TYPE WINE_VARIETAL,77
53331,MUSCADET COLA,WINE_VARIETAL FLAVOR_STYLE,211
101505,TEROLDEGO ACAI,WINE_VARIETAL FLAVOR_STYLE,211
3435,WILD ALE MAIBOCK or HELLES BOCK,BEER_MICRO BEER_MICRO,75
128921,GIN MARSALA,SPIRITS_BROAD WINE_STYLE,13
216682,CINNAMON MADELEINE SYLVANER,FLAVOR_STYLE WINE_VARIETAL,57
214641,VINHO VERDE TORRONTÉS,WINE_VARIETAL WINE_VARIETAL,211
119324,CHILE BEER ARMAGNAC,BEER_MICRO SPIRITS_TYPE,75
100814,EISWEIN PINEAPPLE,WINE_VARIETAL FLAVOR_STYLE,211
125604,DRIED FRUIT BRANDY BOURBON LIQUEUR or CORDIAL,SPIRITS_TYPE SPIRITS_TYPE,77
148394,PINEAPPLE CATAWBA,FLAVOR_STYLE WINE_VARIETAL,57
219597,MUSCAT OTTONEL VERMENTINO,WINE_VARIETAL WINE_VARIETAL,211
82315,AROMATIC ZINFANDEL,WINE_SUBSTYLE WINE_VARIETAL,18
186770,PORT EISWEIN,WINE_STYLE WINE_VARIETAL,13
78422,PEAR CAVA,FLAVOR_STYLE WINE_VARIETAL,57
92259,GUAVA WILD ALE,FLAVOR_STYLE BEER_MICRO,57
9190,COLA SAISON,FLAVOR_STYLE BEER_MICRO,57
175599,PINOTAGE VERDICCHIO,WINE_VARIETAL WINE_VARIETAL,211
118558,SHERRY PISCO,WINE_STYLE SPIRITS_TYPE,13
16138,SYRAH BRETT,WINE_VARIETAL BEER_MICRO,211
42942,VIENNA LAGER TRIPEL,BEER_MICRO BEER_MICRO,75
111850,CURACAO BLENDED STRIAGHT WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
52066,BARLEYWINE PEAR,BEER_MICRO FLAVOR_STYLE,75
117595,STRAIGHT MALT WHISKY BLENDED BOURBON WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
93650,HONJOZO CRANBERRY,WINE_SUBSTYLE FLAVOR_STYLE,18
5993,FULL BODY RAUCHBIER,WINE_SUBSTYLE BEER_MICRO,18
140179,CORTESE MARC,WINE_VARIETAL WINE_VARIETAL,211
226112,RAUCHBIER RETSINA,BEER_MICRO WINE_VARIETAL,75
88290,COFFEE LUCIE KUHLMANN,FLAVOR_STYLE WINE_VARIETAL,57
117243,NOIRET GRAPPA BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
57480,ROCK AND RYE GUAVA,SPIRITS_TYPE FLAVOR_STYLE,77
26393,HONJOZO GRAIN SPIRITS,WINE_SUBSTYLE SPIRITS_TYPE,18
93220,HUCKLEBERRY SWEET,FLAVOR_STYLE FLAVOR_BROAD,57
221706,NOIRET ISABELLA,WINE_VARIETAL WINE_VARIETAL,211
118637,ROUGEON PISCO,WINE_VARIETAL SPIRITS_TYPE,211
106833,TANNAT VODKA,WINE_VARIETAL SPIRITS_TYPE,211
188019,WITBIER PRIMITIVO,BEER_MICRO WINE_VARIETAL,75
224776,PAPAYA NIGORI,FLAVOR_STYLE WINE_SUBSTYLE,57
165912,MARQUIS COROT NOIR,WINE_VARIETAL WINE_VARIETAL,211
77658,MUSCADET BANYLUS,WINE_VARIETAL WINE_VARIETAL,211
211445,MALT WHISKY KERNER,SPIRITS_TYPE WINE_VARIETAL,77
104126,COMPOUNDED GIN GIN,SPIRITS_TYPE SPIRITS_BROAD,77
175212,DRIED FRUIT BRANDY SHIRAZ,SPIRITS_TYPE WINE_VARIETAL,77
144407,POMEGRANATE COLOMBARD,WINE_VARIETAL WINE_VARIETAL,211
134585,DUNKELWEIZEN AUSLESE,BEER_MICRO WINE_VARIETAL,75
125695,CANADIAN WHISKY BOURBON LIQUEUR or CORDIAL,SPIRITS_TYPE SPIRITS_TYPE,77
211175,ROUGEON ST. CROIX,WINE_VARIETAL WINE_VARIETAL,211
180109,BLANC DE NOIRS NORTON,WINE_VARIETAL WINE_VARIETAL,211
42719,VERMOUTH BERLINER WEISSE,WINE_STYLE BEER_MICRO,13
218716,ROCK AND RUM MANZANILLA,SPIRITS_TYPE WINE_VARIETAL,77
119774,PINEAPPLE ROCK AND RYE,FLAVOR_STYLE SPIRITS_TYPE,57
89402,BUTTERSCOTCH ROBUST PORTER,FLAVOR_STYLE BEER_MICRO,57
49111,SEYVAL BLANC COFFEE,WINE_VARIETAL FLAVOR_STYLE,211
117369,AMERICAN LAGER BLENDED BOURBON WHISKY,BEER_MICRO SPIRITS_TYPE,75
134854,LUCIE KUHLMANN AUSLESE,WINE_VARIETAL WINE_VARIETAL,211
36021,ARAK SCOTCH ALE,SPIRITS_TYPE BEER_MICRO,77
162297,GRAPEFRUIT NIAGARA,FLAVOR_STYLE WINE_VARIETAL,57
65421,CHOCOLATE or COCOA BEER BLENDED CANADIAN WHISKY,BEER_MICRO SPIRITS_TYPE,75
9336,GINJO SAISON,WINE_SUBSTYLE BEER_MICRO,18
15385,TOMATO FLANDERS RED ALE,FLAVOR_STYLE BEER_MICRO,57
106732,PINOT MEUNIER VODKA,WINE_VARIETAL SPIRITS_TYPE,211
141774,CHOCOLATE ARAK,FLAVOR_STYLE WINE_VARIETAL,57
101164,MILD ALE ACAI,BEER_MICRO FLAVOR_STYLE,75
99525,GEISENHEIM CUCUMBER,WINE_VARIETAL FLAVOR_STYLE,211
70400,BLUSH KIRSCHWASSER,WINE_VARIETAL SPIRITS_TYPE,211
209888,DOPPELBOCK NOBLE MUSCADINE,BEER_MICRO WINE_VARIETAL,75
77926,COROT NOIR BARBARESCO,WINE_VARIETAL WINE_VARIETAL,211
202693,MUSCADINE PETIT VERDOT,WINE_VARIETAL WINE_VARIETAL,211
92115,CARAMEL WILD ALE,FLAVOR_STYLE BEER_MICRO,57
209154,GRAPPA BRANDY LACROSSE,SPIRITS_TYPE WINE_VARIETAL,77
48037,GRÜNER VELTLINER CHERRY,WINE_VARIETAL FLAVOR_STYLE,211
135996,CHERRY LIMEADE BLANC DE BLANCS,FLAVOR_STYLE WINE_VARIETAL,57
135604,STRAIGHT WHISKY BEAUJOLAIS,SPIRITS_TYPE WINE_VARIETAL,77
226980,COGNAC ALICANTE BOUSCHET,SPIRITS_TYPE WINE_VARIETAL,77
99976,BRUNELLO MANGO,WINE_VARIETAL FLAVOR_STYLE,211
38170,DUNKEL BLONDE ALE,BEER_MICRO BEER_MICRO,75
4055,SUBSTANDARD BRANDY WEIZENBOCK,SPIRITS_TYPE BEER_MICRO,77
222881,MINT SIEGFRIED,FLAVOR_STYLE WINE_VARIETAL,57
225958,GRÜNER VELTLINER DELAWARE,WINE_VARIETAL WINE_VARIETAL,211
206608,PILSNER or PILSENER MUSCAT OTTONEL,BEER_MICRO WINE_VARIETAL,75
154607,BLENDED CANADIAN WHISKY REGENT,SPIRITS_TYPE WINE_VARIETAL,77
125155,TRAMINETTE CREME DE,WINE_VARIETAL SPIRITS_TYPE,211
106410,IMPERIAL or BALTIC PORTER VODKA,BEER_MICRO SPIRITS_TYPE,75
11953,SCOTTISH ALE PUMPKIN ALE,BEER_MICRO BEER_MICRO,75
159472,OUZO EDELWEISS,SPIRITS_TYPE WINE_VARIETAL,77
133922,AUSLESE ALIGOTÉ,WINE_VARIETAL WINE_VARIETAL,211
174077,TREIXADURA SYMPHONY,WINE_VARIETAL WINE_VARIETAL,211
221455,COLA ISABELLA,FLAVOR_STYLE WINE_VARIETAL,57
75791,PORT UME SHU,WINE_VARIETAL WINE_SUBSTYLE,211
177145,ERBALUCE CONCORD,WINE_VARIETAL WINE_VARIETAL,211
107791,CONCORD WHEAT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
33798,BLENDED BOURBON WHISKY IMPERIAL STOUT,SPIRITS_TYPE BEER_MICRO,77
12879,LAGER OATMEAL STOUT,BEER_STYLE BEER_MICRO,8
44912,CHILE BEER MILK STOUT,BEER_MICRO BEER_MICRO,75
85374,VINHO VERDE STAR THISTLE HONEY MEAD,WINE_VARIETAL WINE_VARIETAL,211
102621,HELLES APRICOT,BEER_MICRO FLAVOR_STYLE,75
173820,GINGER SYMPHONY,FLAVOR_STYLE WINE_VARIETAL,57
25020,WHEAT WHISKY PEANUT BUTTER,SPIRITS_TYPE FLAVOR_STYLE,77
154841,MERLOT REGENT,WINE_VARIETAL WINE_VARIETAL,211
202127,TUPELO HONEY MEAD MEAD,WINE_VARIETAL WINE_VARIETAL,211
197466,GAMAY TOKAY,WINE_VARIETAL WINE_VARIETAL,211
15882,KIRSCHWASSER BRETT,SPIRITS_TYPE BEER_MICRO,77
5972,NEUTRAL BRANDY RAUCHBIER,SPIRITS_TYPE BEER_MICRO,77
151895,BRANDY BOAL,SPIRITS_BROAD WINE_VARIETAL,13
62665,ERBALUCE BLENDED SCOTCH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
40643,GOSE HERB or SPICE BEER,BEER_MICRO BEER_MICRO,75
227045,LEMBERGER ALICANTE BOUSCHET,WINE_VARIETAL WINE_VARIETAL,211
595,RASPBERRY ALE,FLAVOR_STYLE BEER_STYLE,57
139876,COCONUT MARC,FLAVOR_STYLE WINE_VARIETAL,57
89719,KRISTALLWEIZEN CHOCOLATE or COCOA BEER,BEER_MICRO BEER_MICRO,75
41954,MANZANILLA BELGIAN IPA,WINE_VARIETAL BEER_MICRO,211
94533,BERLINER WEISSE LEMON,BEER_MICRO FLAVOR_STYLE,75
206354,GATTINARA MUSCADET,WINE_VARIETAL WINE_VARIETAL,211
79888,SLUE GIN CHENIN BLANC,SPIRITS_TYPE WINE_VARIETAL,77
206773,CURACAO MUSCAT OTTONEL,SPIRITS_TYPE WINE_VARIETAL,77
196284,APPLE BRANDY BAROLO,SPIRITS_TYPE WINE_VARIETAL,77
133023,BLANC DE BLANCS AROMATIC,WINE_VARIETAL WINE_SUBSTYLE,211
205728,KIRSCHWASSER KATELYN,SPIRITS_TYPE WINE_VARIETAL,77
50248,BARBARESCO LICORICE,WINE_VARIETAL FLAVOR_STYLE,211
71185,MANGO IRISH WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
212455,BLUE RASPBERRY CORTESE,FLAVOR_STYLE WINE_VARIETAL,57
138982,COROT NOIR GRAPPA,WINE_VARIETAL WINE_VARIETAL,211
56096,CHAMPAGNE VANILLA,WINE_VARIETAL FLAVOR_STYLE,211
190189,TOURIGA NACIONAL VIDAL BLANC,WINE_VARIETAL WINE_VARIETAL,211
211389,BRUT IPA KERNER,BEER_MICRO WINE_VARIETAL,75
73366,LÉON MILLOT COMMANDARIA,WINE_VARIETAL WINE_STYLE,211
199121,AQUAVIT MALBEC,SPIRITS_BROAD WINE_VARIETAL,13
170572,BRUNELLO SIEGERREBE,WINE_VARIETAL WINE_VARIETAL,211
103863,ST. VINCENT STRAWBERRY,WINE_VARIETAL FLAVOR_STYLE,211
7526,UGNI BLANC INDIA PALE LAGER or IPL,WINE_VARIETAL BEER_MICRO,211
204468,ARNEIS CAYUGA (WHITE),WINE_VARIETAL WINE_VARIETAL,211
194717,SAVORY MEDIUM BODY,FLAVOR_BROAD WINE_SUBSTYLE,5
109331,GOSE BOURBON MASH WHISKY,BEER_MICRO SPIRITS_TYPE,75
135772,VALPOLICELLA BEAUJOLAIS,WINE_VARIETAL WINE_VARIETAL,211
190861,PINOT BLANC GINGER,WINE_VARIETAL FLAVOR_STYLE,211
100537,SOVEREIGN OPAL KIWI,WINE_VARIETAL FLAVOR_STYLE,211
98256,PRIMITIVO MINT,WINE_VARIETAL FLAVOR_STYLE,211
158698,CAYUGA (WHITE) CRÉMANT,WINE_VARIETAL WINE_VARIETAL,211
124984,DUNKEL CREME DE,BEER_MICRO SPIRITS_TYPE,75
24976,BEAUJOLAIS PEANUT BUTTER,WINE_VARIETAL FLAVOR_STYLE,211
89876,HONEY CHOCOLATE or COCOA BEER,FLAVOR_STYLE BEER_MICRO,57
214168,MUSCAT CANELLI TANNAT,WINE_VARIETAL WINE_VARIETAL,211
48928,JUNMAI COFFEE,WINE_SUBSTYLE FLAVOR_STYLE,18
156080,SAVORY LIEBFRAUMILCH,FLAVOR_BROAD WINE_VARIETAL,5
95310,ST. CROIX LIME,WINE_VARIETAL FLAVOR_STYLE,211
97037,MELON PEACH,FLAVOR_STYLE FLAVOR_STYLE,57
113396,DIAMOND COGNAC,WINE_VARIETAL SPIRITS_TYPE,211
77462,APPLE BANYLUS,FLAVOR_STYLE WINE_VARIETAL,57
87580,DOLCETTO MERITAGE,WINE_VARIETAL WINE_VARIETAL,211
131025,MARC NAMA,WINE_VARIETAL WINE_SUBSTYLE,211
218621,BLEND MANZANILLA,WINE_STYLE WINE_VARIETAL,13
140287,MACADAMIA MARSALA,FLAVOR_STYLE WINE_VARIETAL,57
56630,VERNACCIA PASSIONFRUIT,WINE_VARIETAL FLAVOR_STYLE,211
151611,BLENDED WHEAT WHISKY BLANC DE NOIRS,SPIRITS_TYPE WINE_VARIETAL,77
61892,MADELEINE SYLVANER STRIAGHT CORN WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
35929,OUZO SCOTCH ALE,SPIRITS_TYPE BEER_MICRO,77
160259,GAMAY BEAUJOLAIS ERBALUCE,WINE_VARIETAL WINE_VARIETAL,211
79622,VOUVRAY CHARDONNAY,WINE_VARIETAL WINE_VARIETAL,211
151697,AMBER or RED LAGER BOAL,BEER_MICRO WINE_VARIETAL,75
136496,CHILE BEER BLUSH,BEER_MICRO WINE_VARIETAL,75
13265,SOUZÃO OATMEAL STOUT,WINE_VARIETAL BEER_MICRO,211
89367,PETITE SIRAH ROBUST PORTER,WINE_VARIETAL BEER_MICRO,211
118089,MEDIUM SWEET FRUIT BRANDY,WINE_SUBSTYLE SPIRITS_TYPE,18
159912,GRAPEFRUIT ERBALUCE,FLAVOR_STYLE WINE_VARIETAL,57
212175,ST. CROIX REFOSCO,WINE_VARIETAL WINE_VARIETAL,211
110805,KIRSCHWASSER BLENDED WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
179006,GIN MADELEINE ANGEVINE,SPIRITS_BROAD WINE_VARIETAL,13
94192,BLENDED RYE WHISKY GRAPEFRUIT,SPIRITS_TYPE FLAVOR_STYLE,77
205603,DORTMUNDER KATELYN,BEER_MICRO WINE_VARIETAL,75
165390,LAGREIN SÉMILLON,WINE_VARIETAL WINE_VARIETAL,211
148465,RASPBERRY CATAWBA,FLAVOR_STYLE WINE_VARIETAL,57
154591,KRISTALLWEIZEN REGENT,BEER_MICRO WINE_VARIETAL,75
211450,DISTILLED GIN KERNER,SPIRITS_TYPE WINE_VARIETAL,77
60091,CONCORD RYE WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
128588,NAMA VINS DOUX NATURELS,WINE_SUBSTYLE WINE_STYLE,18
142001,VIOGNIER ARAK,WINE_VARIETAL WINE_VARIETAL,211
130431,RUM MEDIUM SWEET,SPIRITS_BROAD WINE_SUBSTYLE,13
112113,ROGGENBIER or RYE BEER SPIRIT WHISKY,BEER_MICRO SPIRITS_TYPE,75
103399,SOVEREIGN OPAL GRAPE  ,WINE_VARIETAL FLAVOR_STYLE,211
43822,BARDOLINO CREAM ALE,WINE_VARIETAL BEER_MICRO,211
152431,VINS DOUX NATURELS BRUNELLO,WINE_STYLE WINE_VARIETAL,13
727,ROCK AND RUM ALE,SPIRITS_TYPE BEER_STYLE,77
179965,STRAIGHT WHISKY NORTON,SPIRITS_TYPE WINE_VARIETAL,77
97247,BAROLO PEACH,WINE_VARIETAL FLAVOR_STYLE,211
14591,BLUSH WHEATWINE,WINE_VARIETAL BEER_MICRO,211
87640,MARQUETTE MERITAGE,WINE_VARIETAL WINE_VARIETAL,211
57894,MUSCAT OTTONEL NEURTAL,WINE_VARIETAL SPIRITS_BROAD,211
73705,CREME DE LIGHT BODY,SPIRITS_TYPE WINE_SUBSTYLE,77
219180,APPLE BRANDY STEEN,SPIRITS_TYPE WINE_VARIETAL,77
88780,LIGHT WHISKY WINTER WARMER,SPIRITS_TYPE BEER_MICRO,77
65867,SMOKED PORTER BRANDY LIQUEUR or CORDIAL,BEER_MICRO SPIRITS_TYPE,75
55311,NERO D’AVOLA TOMATO,WINE_VARIETAL FLAVOR_STYLE,211
188923,HEFEWEIZEN COUNOISE,BEER_MICRO WINE_VARIETAL,75
65747,VIGNOLES BLENDED CANADIAN WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
174001,AURORE SYMPHONY,WINE_VARIETAL WINE_VARIETAL,211
35031,RUM IMPERIAL RED ALE,SPIRITS_BROAD BEER_MICRO,13
104647,LIGHT LAGER AQUAVIT,BEER_MICRO SPIRITS_BROAD,75
175207,BLENDED RYE MALT WHISKY SHIRAZ,SPIRITS_TYPE WINE_VARIETAL,77
3543,LICORICE MAIBOCK or HELLES BOCK,FLAVOR_STYLE BEER_MICRO,57
165278,RYE MASH WHISKY SÉMILLON,SPIRITS_TYPE WINE_VARIETAL,77
141779,PEANUT BUTTER ARAK,FLAVOR_STYLE WINE_VARIETAL,57
19252,BEAUJOLAIS QUADRUPEL,WINE_VARIETAL BEER_MICRO,211
212859,GRAPEFRUIT VIOGNIER,FLAVOR_STYLE WINE_VARIETAL,57
51586,MILK STOUT PECAN,BEER_MICRO FLAVOR_STYLE,75
13237,CHAMBOURCIN OATMEAL STOUT,WINE_VARIETAL BEER_MICRO,211
187054,MILK STOUT SAUTERNS,BEER_MICRO WINE_VARIETAL,75
135864,CATAWBA BEAUJOLAIS,WINE_VARIETAL WINE_VARIETAL,211
107724,COUNOISE WHEAT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
7957,CAVA MILD ALE,WINE_VARIETAL BEER_MICRO,211
133089,READY TO DRINK (RTD) or PRE-MIX COCKTAIL ALBARIÑO,BEER_STYLE WINE_VARIETAL,8
96516,AMARONE CINNAMON,WINE_VARIETAL FLAVOR_STYLE,211
93789,AGLIANCO CRANBERRY,WINE_VARIETAL FLAVOR_STYLE,211
164760,WATERMELON PINOT MEUNIER,FLAVOR_STYLE WINE_VARIETAL,57
77707,AROMELLA BANYLUS,WINE_VARIETAL WINE_VARIETAL,211
97170,LA CRESCENT PEACH,WINE_VARIETAL FLAVOR_STYLE,211
81932,KATELYN TREBBIANO,WINE_VARIETAL WINE_VARIETAL,211
70404,CABERNET SAUVIGNON KIRSCHWASSER,WINE_VARIETAL SPIRITS_TYPE,211
99122,ZWEIGELT LAVENDER,WINE_VARIETAL FLAVOR_STYLE,211
114176,SHERRY BLENDED MALT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
10976,OTHER FLAVORED MALT BEVERAGES SMOKED PORTER,BEER_STYLE BEER_MICRO,8
87362,DUNKELWEIZEN MERITAGE,BEER_MICRO WINE_VARIETAL,75
122872,BRUNELLO PEPPERMINT SCHNAPPS,WINE_VARIETAL SPIRITS_TYPE,211
75432,HELLES UME SHU,BEER_MICRO WINE_SUBSTYLE,75
453,LACROSSE LAGER,WINE_VARIETAL BEER_STYLE,211
205849,SHERRY KATELYN,WINE_STYLE WINE_VARIETAL,13
52127,MALT WHISKY PEAR,SPIRITS_TYPE FLAVOR_STYLE,77
173688,PISCO SYMPHONY,SPIRITS_TYPE WINE_VARIETAL,77
200065,LIME CHÂTEAUNEUF-DU-PAPE,FLAVOR_STYLE WINE_VARIETAL,57
140824,PAPAYA NEBBIOLO,FLAVOR_STYLE WINE_VARIETAL,57
206833,MALBEC MUSCAT OTTONEL,WINE_VARIETAL WINE_VARIETAL,211
148115,RUM LIQUEUR or CORDIAL CANNONAU,SPIRITS_TYPE WINE_VARIETAL,77
36901,BEAUJOLAIS CHILE BEER,WINE_VARIETAL BEER_MICRO,211
130364,WHEAT MASH WHISKY MEDIUM SWEET,SPIRITS_TYPE WINE_SUBSTYLE,77
23806,AROMELLA HONEY,WINE_VARIETAL FLAVOR_STYLE,211
95251,MARSANNE LIME,WINE_VARIETAL FLAVOR_STYLE,211
125788,GRÜNER VELTLINER BOURBON LIQUEUR or CORDIAL,WINE_VARIETAL SPIRITS_TYPE,211
99244,SCOTTISH ALE CUCUMBER,BEER_MICRO FLAVOR_STYLE,75
35507,BRANDY STEAM BEER or CALIFORNIA COMMON,SPIRITS_BROAD BEER_MICRO,13
157060,COLA PINOTAGE,FLAVOR_STYLE WINE_VARIETAL,57
110100,FUMÉ BLANC MALT MASH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
56321,WINTER WARMER PASSIONFRUIT,BEER_MICRO FLAVOR_STYLE,75
68322,PECAN SUBSTANDARD BRANDY,FLAVOR_STYLE SPIRITS_TYPE,57
127514,BLEND VERMOUTH,WINE_STYLE WINE_STYLE,13
107112,MARSALA BOURBON WHISKY,WINE_STYLE SPIRITS_TYPE,13
36839,PEANUT BUTTER CHILE BEER,FLAVOR_STYLE BEER_MICRO,57
160897,BLENDED RYE MALT WHISKY MARQUIS,SPIRITS_TYPE WINE_VARIETAL,77
116088,MUSCAT OTTONEL BLENDED RYE MALT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
24074,SCOTCH WHISKY CHOCOLATE,SPIRITS_TYPE FLAVOR_STYLE,77
139294,DUNKEL KIR,BEER_MICRO WINE_VARIETAL,75
139195,STEUBEN GRAPPA,WINE_VARIETAL WINE_VARIETAL,211
170203,MARSALA VALVIN MUSCAT,WINE_VARIETAL WINE_VARIETAL,211
47218,MUSCAT CANELLI BLACK CHERRY,WINE_VARIETAL FLAVOR_STYLE,211
5796,CHOCOLATE or COCOA BEER RAUCHBIER,BEER_MICRO BEER_MICRO,75
36445,LEMON DRY STOUT,FLAVOR_STYLE BEER_MICRO,57
186790,BRUNELLO EISWEIN,WINE_VARIETAL WINE_VARIETAL,211
205472,AUSLESE CRIANZA,WINE_VARIETAL WINE_VARIETAL,211
102302,SCOTCH WHISKY RASPBERRY,SPIRITS_TYPE FLAVOR_STYLE,77
191191,MARSALA GINGER,WINE_VARIETAL FLAVOR_STYLE,211
29680,HIBISCUS SHERRY,FLAVOR_STYLE WINE_STYLE,57
136260,LAMBRUSCO BLANC DE BLANCS,WINE_VARIETAL WINE_VARIETAL,211
217354,ZINFANDEL MELON DE BOURGOGNE,WINE_VARIETAL WINE_VARIETAL,211
83028,KOLSCH SEYVAL BLANC,BEER_MICRO WINE_VARIETAL,75
115080,HAZELNUT ARAK,FLAVOR_STYLE SPIRITS_TYPE,57
108612,ARAK CORN WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
150685,MÜLLER-THURGAU ELDERBERRY,WINE_VARIETAL WINE_VARIETAL,211
35030,BRANDY IMPERIAL RED ALE,SPIRITS_BROAD BEER_MICRO,13
19157,INDIA PALE LAGER or IPL QUADRUPEL,BEER_MICRO BEER_MICRO,75
149805,AMERICAN LAGER PROSECCO,BEER_MICRO WINE_VARIETAL,75
191735,VALVIN MUSCAT HAZELNUT,WINE_VARIETAL FLAVOR_STYLE,211
5057,CHAMPAGNE MARZEN or OKTOBERFEST,WINE_VARIETAL BEER_MICRO,211
217318,BRUNELLO MELON DE BOURGOGNE,WINE_VARIETAL WINE_VARIETAL,211
220763,RIESLING LA CRESCENT,WINE_VARIETAL WINE_VARIETAL,211
144258,LICORICE COLOMBARD,FLAVOR_STYLE WINE_VARIETAL,57
132851,RUM LIQUEUR or CORDIAL AROMATIC,SPIRITS_TYPE WINE_SUBSTYLE,77
166393,SYRAH FRONTENAC,WINE_VARIETAL WINE_VARIETAL,211
62119,PAPAYA RYE MASH WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
143738,ALBARIÑO CABERNET SAUVIGNON,WINE_VARIETAL WINE_VARIETAL,211
199294,LÉON MILLOT MALBEC,WINE_VARIETAL WINE_VARIETAL,211
197648,TOKAY AROMELLA,WINE_VARIETAL WINE_VARIETAL,211
44460,ENGLISH IPA DUNKELWEIZEN,BEER_MICRO BEER_MICRO,75
181787,TANGERINE TRIOMPHE D’ALSACE,FLAVOR_STYLE WINE_VARIETAL,57
16939,CANADIAN WHISKY GRISETTE,SPIRITS_TYPE BEER_MICRO,77
199679,MERLOT AGLIANCO,WINE_VARIETAL WINE_VARIETAL,211
125942,RAUCHBIER CALVADOS,BEER_MICRO SPIRITS_TYPE,75
127173,GRAPPA PORT,WINE_VARIETAL WINE_STYLE,211
86394,RYE WHISKY MARQUETTE,SPIRITS_TYPE WINE_VARIETAL,77
40297,SLUE GIN HAZY IPA,SPIRITS_TYPE BEER_MICRO,77
37146,BLANC DE BLANCS CHILE BEER,WINE_VARIETAL BEER_MICRO,211
116116,HUCKLEBERRY BLENDED RYE MALT WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
160576,VALPOLICELLA MALVASIA,WINE_VARIETAL WINE_VARIETAL,211
94968,COFFEE LIME,FLAVOR_STYLE FLAVOR_STYLE,57
73302,MULLED WINE COMMANDARIA,WINE_VARIETAL WINE_STYLE,211
109349,CUCUMBER BOURBON MASH WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
50568,READY TO DRINK (RTD) or PRE-MIX COCKTAIL HUCKLEBERRY,BEER_STYLE FLAVOR_STYLE,8
159633,LAMBRUSCO EDELWEISS,WINE_VARIETAL WINE_VARIETAL,211
80729,CUCUMBER DOLCETTO,FLAVOR_STYLE WINE_VARIETAL,57
122357,RUM LIQUEUR or CORDIAL CANADIAN WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
212290,RED ALE CORTESE,BEER_MICRO WINE_VARIETAL,75
99764,DUNKELWEIZEN MANGO,BEER_MICRO FLAVOR_STYLE,75
81199,PAPAYA GAMAY,FLAVOR_STYLE WINE_VARIETAL,57
80664,CHERRY LIMEADE DOLCETTO,FLAVOR_STYLE WINE_VARIETAL,57
77567,MERLOT BANYLUS,WINE_VARIETAL WINE_VARIETAL,211
189773,BOURBON MASH WHISKY ST. LAURENT,SPIRITS_TYPE WINE_VARIETAL,77
119289,IMPERIAL or BALTIC PORTER ARMAGNAC,BEER_MICRO SPIRITS_TYPE,75
157212,BANYLUS PINOTAGE,WINE_VARIETAL WINE_VARIETAL,211
7961,PINOT NOIR MILD ALE,WINE_VARIETAL BEER_MICRO,211
171239,NEBBIOLO CINSAUT,WINE_VARIETAL WINE_VARIETAL,211
1906,MALVASIA KOMBUCHA,WINE_VARIETAL BEER_STYLE,211
